runs,player,team,season,match,stadium
20,MS Bisla,Mumbai Indians,8,829742,M Chinnaswamy Stadium
30,MS Dhoni,Mumbai Indians,1,335994,"MA Chidambaram Stadium, Chepauk"
43,MS Dhoni,Mumbai Indians,1,336023,Wankhede Stadium
36,MS Dhoni,Mumbai Indians,2,392186,Newlands
23,MS Dhoni,Mumbai Indians,2,392232,St George's Park
31,MS Dhoni,Mumbai Indians,3,419147,"MA Chidambaram Stadium, Chepauk"
22,MS Dhoni,Mumbai Indians,3,419170,Dr DY Patil Sports Academy
3,MS Dhoni,Mumbai Indians,4,501226,Wankhede Stadium
4,MS Dhoni,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
25,MS Dhoni,Mumbai Indians,5,548360,Wankhede Stadium
51,MS Dhoni,Mumbai Indians,5,548384,M Chinnaswamy Stadium
51,MS Dhoni,Mumbai Indians,6,598007,"MA Chidambaram Stadium, Chepauk"
10,MS Dhoni,Mumbai Indians,6,598051,Wankhede Stadium
63,MS Dhoni,Mumbai Indians,6,598078,Eden Gardens
14,MS Dhoni,Mumbai Indians,7,729308,Dubai International Cricket Stadium
22,MS Dhoni,Mumbai Indians,7,734000,Wankhede Stadium
3,MS Dhoni,Mumbai Indians,8,829734,Wankhede Stadium
39,MS Dhoni,Mumbai Indians,8,829794,"MA Chidambaram Stadium, Chepauk"
0,MS Dhoni,Mumbai Indians,8,829822,Wankhede Stadium
18,MS Dhoni,Mumbai Indians,8,829828,Eden Gardens
24,MS Dhoni,Mumbai Indians,9,980962,Maharashtra Cricket Association Stadium
0,MS Gony,Mumbai Indians,6,598042,Wankhede Stadium
39,MV Boucher,Mumbai Indians,1,335990,Wankhede Stadium
18,MV Boucher,Mumbai Indians,1,336017,M Chinnaswamy Stadium
48,MV Boucher,Mumbai Indians,2,392223,St George's Park
30,N Saini,Mumbai Indians,5,548339,Wankhede Stadium
17,N Saini,Mumbai Indians,5,548344,"Punjab Cricket Association Stadium, Mohali"
12,NJ Maddinson,Mumbai Indians,7,729292,Dubai International Cricket Stadium
40,NK Patel,Mumbai Indians,1,336041,Sawai Mansingh Stadium
2,NLTC Perera,Mumbai Indians,6,598065,Wankhede Stadium
12,NLTC Perera,Mumbai Indians,9,980962,Maharashtra Cricket Association Stadium
3,NM Coulter-Nile,Mumbai Indians,8,829788,Wankhede Stadium
1,NS Naik,Mumbai Indians,9,980946,"Punjab Cricket Association IS Bindra Stadium, Mohali"
1,NV Ojha,Mumbai Indians,2,392230,Kingsmead
12,NV Ojha,Mumbai Indians,3,419112,Brabourne Stadium
0,NV Ojha,Mumbai Indians,3,419155,Sawai Mansingh Stadium
29,NV Ojha,Mumbai Indians,4,501206,Feroz Shah Kotla
1,NV Ojha,Mumbai Indians,4,501251,Wankhede Stadium
13,NV Ojha,Mumbai Indians,5,548330,Wankhede Stadium
5,NV Ojha,Mumbai Indians,5,548347,Feroz Shah Kotla
10,NV Ojha,Mumbai Indians,7,729322,Dubai International Cricket Stadium
7,NV Ojha,Mumbai Indians,7,734006,"Rajiv Gandhi International Stadium, Uppal"
9,NV Ojha,Mumbai Indians,8,829756,Wankhede Stadium
0,NV Ojha,Mumbai Indians,8,829820,"Rajiv Gandhi International Stadium, Uppal"
31,OA Shah,Mumbai Indians,3,419127,Brabourne Stadium
76,OA Shah,Mumbai Indians,5,548322,Wankhede Stadium
28,OA Shah,Mumbai Indians,5,548382,Sawai Mansingh Stadium
0,P Awana,Mumbai Indians,6,598042,Wankhede Stadium
41,P Dogra,Mumbai Indians,3,419112,Brabourne Stadium
8,P Kumar,Mumbai Indians,1,336017,M Chinnaswamy Stadium
1,P Kumar,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
2,P Kumar,Mumbai Indians,4,501242,Wankhede Stadium
2,P Kumar,Mumbai Indians,4,501256,"Punjab Cricket Association Stadium, Mohali"
24,P Kumar,Mumbai Indians,6,598042,Wankhede Stadium
0,P Kumar,Mumbai Indians,6,598071,Himachal Pradesh Cricket Association Stadium
0,P Kumar,Mumbai Indians,8,829756,Wankhede Stadium
4,P Kumar,Mumbai Indians,8,829820,"Rajiv Gandhi International Stadium, Uppal"
0,P Kumar,Mumbai Indians,9,980922,Wankhede Stadium
36,P Negi,Mumbai Indians,8,829794,"MA Chidambaram Stadium, Chepauk"
3,P Negi,Mumbai Indians,8,829822,Wankhede Stadium
3,P Negi,Mumbai Indians,8,829828,Eden Gardens
10,P Negi,Mumbai Indians,9,980938,Feroz Shah Kotla
14,PA Patel,Mumbai Indians,1,335994,"MA Chidambaram Stadium, Chepauk"
0,PA Patel,Mumbai Indians,2,392186,Newlands
0,PA Patel,Mumbai Indians,2,392232,St George's Park
8,PA Patel,Mumbai Indians,3,419130,Brabourne Stadium
1,PA Patel,Mumbai Indians,5,548319,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
19,PA Patel,Mumbai Indians,5,548351,Wankhede Stadium
26,PA Patel,Mumbai Indians,6,598065,Wankhede Stadium
57,PA Patel,Mumbai Indians,7,729292,Dubai International Cricket Stadium
26,PA Patel,Mumbai Indians,7,733988,Wankhede Stadium
7,PA Reddy,Mumbai Indians,6,598044,"Rajiv Gandhi International Stadium, Uppal"
1,Pankaj Singh,Mumbai Indians,3,419162,M Chinnaswamy Stadium
4,Parvez Rasool,Mumbai Indians,6,598060,Subrata Roy Sahara Stadium
33,PC Valthaty,Mumbai Indians,4,501242,Wankhede Stadium
14,PC Valthaty,Mumbai Indians,4,501256,"Punjab Cricket Association Stadium, Mohali"
2,PD Collingwood,Mumbai Indians,3,419157,Brabourne Stadium
2,PJ Sangwan,Mumbai Indians,1,336009,Dr DY Patil Sports Academy
0,PJ Sangwan,Mumbai Indians,3,419119,Feroz Shah Kotla
6,PJ Sangwan,Mumbai Indians,3,419157,Brabourne Stadium
0,PP Chawla,Mumbai Indians,1,335996,"Punjab Cricket Association Stadium, Mohali"
0,PP Chawla,Mumbai Indians,2,392205,Kingsmead
22,PP Chawla,Mumbai Indians,3,419137,Brabourne Stadium
10,PP Chawla,Mumbai Indians,4,501242,Wankhede Stadium
12,PP Chawla,Mumbai Indians,6,598042,Wankhede Stadium
1,PP Chawla,Mumbai Indians,6,598071,Himachal Pradesh Cricket Association Stadium
1,PP Chawla,Mumbai Indians,8,829810,Wankhede Stadium
0,PP Ojha,Mumbai Indians,2,392197,Kingsmead
2,PP Ojha,Mumbai Indians,3,419143,Brabourne Stadium
6,PSP Handscomb,Mumbai Indians,9,980962,Maharashtra Cricket Association Stadium
16,Q de Kock,Mumbai Indians,7,729314,Sharjah Cricket Stadium
9,Q de Kock,Mumbai Indians,9,980938,Feroz Shah Kotla
40,Q de Kock,Mumbai Indians,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,R Ashwin,Mumbai Indians,4,501226,Wankhede Stadium
3,R Ashwin,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
0,R Ashwin,Mumbai Indians,5,548360,Wankhede Stadium
2,R Ashwin,Mumbai Indians,6,598007,"MA Chidambaram Stadium, Chepauk"
2,R Ashwin,Mumbai Indians,6,598051,Wankhede Stadium
9,R Ashwin,Mumbai Indians,6,598078,Eden Gardens
23,R Ashwin,Mumbai Indians,8,829822,Wankhede Stadium
2,R Ashwin,Mumbai Indians,8,829828,Eden Gardens
9,R Bhatia,Mumbai Indians,1,336009,Dr DY Patil Sports Academy
2,R Bhatia,Mumbai Indians,2,392240,SuperSport Park
11,R Bhatia,Mumbai Indians,4,501272,Eden Gardens
2,R Bhatia,Mumbai Indians,4,501274,Wankhede Stadium
12,R Bhatia,Mumbai Indians,5,548375,Wankhede Stadium
1,R Bhatia,Mumbai Indians,6,598034,Eden Gardens
4,R Bhatia,Mumbai Indians,6,598055,Wankhede Stadium
6,R Bhatia,Mumbai Indians,7,734022,"Sardar Patel Stadium, Motera"
3,R Bhatia,Mumbai Indians,9,980962,Maharashtra Cricket Association Stadium
14,R Dhawan,Mumbai Indians,7,734030,"Punjab Cricket Association Stadium, Mohali"
6,R Dhawan,Mumbai Indians,8,829722,Wankhede Stadium
32,R Dravid,Mumbai Indians,1,335990,Wankhede Stadium
11,R Dravid,Mumbai Indians,1,336017,M Chinnaswamy Stadium
10,R Dravid,Mumbai Indians,2,392223,St George's Park
16,R Dravid,Mumbai Indians,3,419162,M Chinnaswamy Stadium
23,R Dravid,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
5,R Dravid,Mumbai Indians,4,501236,Sawai Mansingh Stadium
43,R Dravid,Mumbai Indians,4,501268,Wankhede Stadium
3,R Dravid,Mumbai Indians,5,548322,Wankhede Stadium
5,R Dravid,Mumbai Indians,5,548382,Sawai Mansingh Stadium
4,R Dravid,Mumbai Indians,6,598068,Wankhede Stadium
43,R Dravid,Mumbai Indians,6,598077,Eden Gardens
1,R McLaren,Mumbai Indians,6,598055,Wankhede Stadium
23,R Rampaul,Mumbai Indians,6,598038,Wankhede Stadium
5,R Sharma,Mumbai Indians,3,419143,Brabourne Stadium
13,R Sharma,Mumbai Indians,4,501223,Wankhede Stadium
0,R Sharma,Mumbai Indians,4,501246,Dr DY Patil Sports Academy
10,R Sharma,Mumbai Indians,6,598016,Wankhede Stadium
23,R Vinay Kumar,Mumbai Indians,1,336017,M Chinnaswamy Stadium
7,R Vinay Kumar,Mumbai Indians,2,392223,St George's Park
10,R Vinay Kumar,Mumbai Indians,3,419162,M Chinnaswamy Stadium
8,R Vinay Kumar,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
1,R Vinay Kumar,Mumbai Indians,5,548372,M Chinnaswamy Stadium
26,R Vinay Kumar,Mumbai Indians,6,598038,Wankhede Stadium
0,RA Jadeja,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
23,RA Jadeja,Mumbai Indians,1,336041,Sawai Mansingh Stadium
42,RA Jadeja,Mumbai Indians,2,392230,Kingsmead
25,RA Jadeja,Mumbai Indians,4,501215,Wankhede Stadium
3,RA Jadeja,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
9,RA Jadeja,Mumbai Indians,5,548360,Wankhede Stadium
1,RA Jadeja,Mumbai Indians,5,548384,M Chinnaswamy Stadium
16,RA Jadeja,Mumbai Indians,6,598007,"MA Chidambaram Stadium, Chepauk"
20,RA Jadeja,Mumbai Indians,6,598051,Wankhede Stadium
0,RA Jadeja,Mumbai Indians,6,598078,Eden Gardens
6,RA Jadeja,Mumbai Indians,7,734000,Wankhede Stadium
19,RA Jadeja,Mumbai Indians,8,829822,Wankhede Stadium
11,RA Jadeja,Mumbai Indians,8,829828,Eden Gardens
21,RA Jadeja,Mumbai Indians,9,981012,Green Park
3,RE van der Merwe,Mumbai Indians,2,392223,St George's Park
8,RE van der Merwe,Mumbai Indians,4,501206,Feroz Shah Kotla
6,RG Sharma,Mumbai Indians,1,336029,"Rajiv Gandhi International Stadium, Uppal"
3,RG Sharma,Mumbai Indians,2,392197,Kingsmead
38,RG Sharma,Mumbai Indians,2,392217,SuperSport Park
45,RG Sharma,Mumbai Indians,3,419135,Dr DY Patil Sports Academy
11,RG Sharma,Mumbai Indians,3,419143,Brabourne Stadium
5,RJ Harris,Mumbai Indians,2,392217,SuperSport Park
13,RJ Harris,Mumbai Indians,3,419143,Brabourne Stadium
1,RJ Harris,Mumbai Indians,4,501242,Wankhede Stadium
6,RJ Harris,Mumbai Indians,4,501256,"Punjab Cricket Association Stadium, Mohali"
51,RJ Quiney,Mumbai Indians,2,392230,Kingsmead
18,RN ten Doeschate,Mumbai Indians,4,501272,Eden Gardens
70,RN ten Doeschate,Mumbai Indians,4,501274,Wankhede Stadium
3,RP Singh,Mumbai Indians,1,336029,"Rajiv Gandhi International Stadium, Uppal"
4,RP Singh,Mumbai Indians,2,392197,Kingsmead
1,RP Singh,Mumbai Indians,3,419135,Dr DY Patil Sports Academy
23,RR Pant,Mumbai Indians,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
10,RR Powar,Mumbai Indians,2,392205,Kingsmead
24,RR Rossouw,Mumbai Indians,7,733988,Wankhede Stadium
0,RR Rossouw,Mumbai Indians,8,829742,M Chinnaswamy Stadium
7,RR Sarwan,Mumbai Indians,1,335996,"Punjab Cricket Association Stadium, Mohali"
6,RS Bopara,Mumbai Indians,2,392205,Kingsmead
1,RS Bopara,Mumbai Indians,3,419137,Brabourne Stadium
23,RS Bopara,Mumbai Indians,8,829756,Wankhede Stadium
4,RS Sodhi,Mumbai Indians,3,419151,"Punjab Cricket Association Stadium, Mohali"
19,RT Ponting,Mumbai Indians,1,336002,Eden Gardens
66,RV Uthappa,Mumbai Indians,2,392213,New Wanderers Stadium
4,RV Uthappa,Mumbai Indians,2,392223,St George's Park
23,RV Uthappa,Mumbai Indians,3,419124,Brabourne Stadium
4,RV Uthappa,Mumbai Indians,3,419162,M Chinnaswamy Stadium
26,RV Uthappa,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
45,RV Uthappa,Mumbai Indians,4,501223,Wankhede Stadium
34,RV Uthappa,Mumbai Indians,4,501246,Dr DY Patil Sports Academy
36,RV Uthappa,Mumbai Indians,5,548313,Wankhede Stadium
18,RV Uthappa,Mumbai Indians,5,548356,Subrata Roy Sahara Stadium
7,RV Uthappa,Mumbai Indians,6,598016,Wankhede Stadium
11,RV Uthappa,Mumbai Indians,6,598060,Subrata Roy Sahara Stadium
1,RV Uthappa,Mumbai Indians,7,729284,Sheikh Zayed Stadium
80,RV Uthappa,Mumbai Indians,7,734014,Barabati Stadium
9,RV Uthappa,Mumbai Indians,8,829710,Eden Gardens
25,RV Uthappa,Mumbai Indians,8,829810,Wankhede Stadium
8,RV Uthappa,Mumbai Indians,9,980914,Eden Gardens
36,RV Uthappa,Mumbai Indians,9,980952,Wankhede Stadium
6,S Anirudha,Mumbai Indians,3,419170,Dr DY Patil Sports Academy
9,S Anirudha,Mumbai Indians,4,501226,Wankhede Stadium
2,S Badrinath,Mumbai Indians,1,335994,"MA Chidambaram Stadium, Chepauk"
53,S Badrinath,Mumbai Indians,1,336023,Wankhede Stadium
0,S Badrinath,Mumbai Indians,2,392186,Newlands
22,S Badrinath,Mumbai Indians,2,392232,St George's Park
55,S Badrinath,Mumbai Indians,3,419130,Brabourne Stadium
30,S Badrinath,Mumbai Indians,3,419147,"MA Chidambaram Stadium, Chepauk"
14,S Badrinath,Mumbai Indians,3,419170,Dr DY Patil Sports Academy
71,S Badrinath,Mumbai Indians,4,501226,Wankhede Stadium
10,S Badrinath,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
1,S Badrinath,Mumbai Indians,5,548360,Wankhede Stadium
47,S Badrinath,Mumbai Indians,5,548384,M Chinnaswamy Stadium
16,S Badrinath,Mumbai Indians,6,598007,"MA Chidambaram Stadium, Chepauk"
0,S Badrinath,Mumbai Indians,6,598051,Wankhede Stadium
0,S Badrinath,Mumbai Indians,6,598078,Eden Gardens
16,S Chanderpaul,Mumbai Indians,1,335990,Wankhede Stadium
1,S Dhawan,Mumbai Indians,1,336009,Dr DY Patil Sports Academy
27,S Dhawan,Mumbai Indians,1,336037,Feroz Shah Kotla
25,S Dhawan,Mumbai Indians,4,501229,"Rajiv Gandhi International Stadium, Uppal"
27,S Dhawan,Mumbai Indians,4,501261,Wankhede Stadium
41,S Dhawan,Mumbai Indians,5,548319,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
29,S Dhawan,Mumbai Indians,5,548351,Wankhede Stadium
73,S Dhawan,Mumbai Indians,6,598044,"Rajiv Gandhi International Stadium, Uppal"
59,S Dhawan,Mumbai Indians,6,598065,Wankhede Stadium
6,S Dhawan,Mumbai Indians,7,729322,Dubai International Cricket Stadium
11,S Dhawan,Mumbai Indians,7,734006,"Rajiv Gandhi International Stadium, Uppal"
42,S Dhawan,Mumbai Indians,8,829756,Wankhede Stadium
1,S Dhawan,Mumbai Indians,8,829820,"Rajiv Gandhi International Stadium, Uppal"
2,S Dhawan,Mumbai Indians,9,980928,"Rajiv Gandhi International Stadium, Uppal"
82,S Dhawan,Mumbai Indians,9,980978,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
0,S Ladda,Mumbai Indians,3,419119,Feroz Shah Kotla
0,S Nadeem,Mumbai Indians,4,501251,Wankhede Stadium
2,S Nadeem,Mumbai Indians,6,598011,Wankhede Stadium
1,S Nadeem,Mumbai Indians,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2,S Randiv,Mumbai Indians,4,501226,Wankhede Stadium
0,S Sohal,Mumbai Indians,1,335996,"Punjab Cricket Association Stadium, Mohali"
43,S Sohal,Mumbai Indians,2,392227,SuperSport Park
5,S Sohal,Mumbai Indians,4,501229,"Rajiv Gandhi International Stadium, Uppal"
20,S Sohal,Mumbai Indians,4,501261,Wankhede Stadium
0,S Sreesanth,Mumbai Indians,1,335996,"Punjab Cricket Association Stadium, Mohali"
1,S Sreesanth,Mumbai Indians,2,392227,SuperSport Park
16,S Vidyut,Mumbai Indians,1,336023,Wankhede Stadium
39,SA Asnodkar,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
17,SA Asnodkar,Mumbai Indians,1,336041,Sawai Mansingh Stadium
13,SA Yadav,Mumbai Indians,7,729284,Sheikh Zayed Stadium
46,SA Yadav,Mumbai Indians,8,829710,Eden Gardens
11,SA Yadav,Mumbai Indians,8,829810,Wankhede Stadium
4,SA Yadav,Mumbai Indians,9,980914,Eden Gardens
21,SA Yadav,Mumbai Indians,9,980952,Wankhede Stadium
25,Sachin Baby,Mumbai Indians,9,980986,M Chinnaswamy Stadium
13,Salman Butt,Mumbai Indians,1,336026,Wankhede Stadium
6,SB Jakati,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
2,SB Wagh,Mumbai Indians,4,501223,Wankhede Stadium
0,SB Wagh,Mumbai Indians,4,501246,Dr DY Patil Sports Academy
4,SC Ganguly,Mumbai Indians,1,336002,Eden Gardens
15,SC Ganguly,Mumbai Indians,1,336026,Wankhede Stadium
23,SC Ganguly,Mumbai Indians,2,392202,St George's Park
0,SC Ganguly,Mumbai Indians,2,392208,Buffalo Park
31,SC Ganguly,Mumbai Indians,3,419127,Brabourne Stadium
42,SC Ganguly,Mumbai Indians,3,419166,Eden Gardens
3,SC Ganguly,Mumbai Indians,5,548313,Wankhede Stadium
16,SC Ganguly,Mumbai Indians,5,548356,Subrata Roy Sahara Stadium
6,SD Chitnis,Mumbai Indians,2,392230,Kingsmead
81,SE Marsh,Mumbai Indians,1,336033,Wankhede Stadium
57,SE Marsh,Mumbai Indians,3,419137,Brabourne Stadium
61,SE Marsh,Mumbai Indians,4,501242,Wankhede Stadium
43,SE Marsh,Mumbai Indians,4,501256,"Punjab Cricket Association Stadium, Mohali"
68,SE Marsh,Mumbai Indians,5,548339,Wankhede Stadium
17,SE Marsh,Mumbai Indians,5,548344,"Punjab Cricket Association Stadium, Mohali"
10,SE Marsh,Mumbai Indians,6,598042,Wankhede Stadium
63,SE Marsh,Mumbai Indians,6,598071,Himachal Pradesh Cricket Association Stadium
30,SE Marsh,Mumbai Indians,7,734030,"Punjab Cricket Association Stadium, Mohali"
45,SE Marsh,Mumbai Indians,9,980946,"Punjab Cricket Association IS Bindra Stadium, Mohali"
0,Shahid Afridi,Mumbai Indians,1,336029,"Rajiv Gandhi International Stadium, Uppal"
1,Shakib Al Hasan,Mumbai Indians,4,501272,Eden Gardens
26,Shakib Al Hasan,Mumbai Indians,4,501274,Wankhede Stadium
13,Shakib Al Hasan,Mumbai Indians,5,548375,Wankhede Stadium
1,Shakib Al Hasan,Mumbai Indians,7,729284,Sheikh Zayed Stadium
9,Shakib Al Hasan,Mumbai Indians,7,734014,Barabati Stadium
23,Shakib Al Hasan,Mumbai Indians,8,829810,Wankhede Stadium
6,Shakib Al Hasan,Mumbai Indians,9,980952,Wankhede Stadium
1,Shivam Sharma,Mumbai Indians,7,734030,"Punjab Cricket Association Stadium, Mohali"
2,Shoaib Akhtar,Mumbai Indians,1,336026,Wankhede Stadium
24,Shoaib Malik,Mumbai Indians,1,336009,Dr DY Patil Sports Academy
1,SJ Srivastava,Mumbai Indians,3,419137,Brabourne Stadium
3,SJ Srivastava,Mumbai Indians,4,501256,"Punjab Cricket Association Stadium, Mohali"
53,SK Raina,Mumbai Indians,1,335994,"MA Chidambaram Stadium, Chepauk"
1,SK Raina,Mumbai Indians,1,336023,Wankhede Stadium
8,SK Raina,Mumbai Indians,2,392186,Newlands
20,SK Raina,Mumbai Indians,2,392232,St George's Park
83,SK Raina,Mumbai Indians,3,419130,Brabourne Stadium
23,SK Raina,Mumbai Indians,3,419147,"MA Chidambaram Stadium, Chepauk"
57,SK Raina,Mumbai Indians,3,419170,Dr DY Patil Sports Academy
5,SK Raina,Mumbai Indians,4,501226,Wankhede Stadium
36,SK Raina,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
36,SK Raina,Mumbai Indians,5,548360,Wankhede Stadium
0,SK Raina,Mumbai Indians,5,548384,M Chinnaswamy Stadium
10,SK Raina,Mumbai Indians,6,598007,"MA Chidambaram Stadium, Chepauk"
0,SK Raina,Mumbai Indians,6,598051,Wankhede Stadium
82,SK Raina,Mumbai Indians,6,598075,Feroz Shah Kotla
0,SK Raina,Mumbai Indians,6,598078,Eden Gardens
1,SK Raina,Mumbai Indians,7,729308,Dubai International Cricket Stadium
19,SK Raina,Mumbai Indians,7,734000,Wankhede Stadium
54,SK Raina,Mumbai Indians,7,734050,Brabourne Stadium
43,SK Raina,Mumbai Indians,8,829734,Wankhede Stadium
10,SK Raina,Mumbai Indians,8,829794,"MA Chidambaram Stadium, Chepauk"
25,SK Raina,Mumbai Indians,8,829822,Wankhede Stadium
28,SK Raina,Mumbai Indians,8,829828,Eden Gardens
27,SK Raina,Mumbai Indians,9,980922,Wankhede Stadium
58,SK Raina,Mumbai Indians,9,981012,Green Park
1,SK Trivedi,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
5,SK Trivedi,Mumbai Indians,5,548322,Wankhede Stadium
7,SK Warne,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
1,SK Warne,Mumbai Indians,3,419112,Brabourne Stadium
0,SM Katich,Mumbai Indians,2,392227,SuperSport Park
28,SN Khan,Mumbai Indians,9,980932,Wankhede Stadium
6,Sohail Tanvir,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
26,SP Fleming,Mumbai Indians,1,336023,Wankhede Stadium
20,SP Goswami,Mumbai Indians,1,336017,M Chinnaswamy Stadium
1,SP Goswami,Mumbai Indians,4,501272,Eden Gardens
0,SP Goswami,Mumbai Indians,4,501274,Wankhede Stadium
0,SP Goswami,Mumbai Indians,5,548322,Wankhede Stadium
9,SP Narine,Mumbai Indians,5,548375,Wankhede Stadium
3,SP Narine,Mumbai Indians,6,598055,Wankhede Stadium
39,SPD Smith,Mumbai Indians,5,548313,Wankhede Stadium
2,SPD Smith,Mumbai Indians,5,548356,Subrata Roy Sahara Stadium
79,SPD Smith,Mumbai Indians,8,829726,"Sardar Patel Stadium, Motera"
23,SPD Smith,Mumbai Indians,8,829774,Wankhede Stadium
45,SPD Smith,Mumbai Indians,9,980962,Maharashtra Cricket Association Stadium
32,SR Watson,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
18,SR Watson,Mumbai Indians,1,336041,Sawai Mansingh Stadium
1,SR Watson,Mumbai Indians,3,419155,Sawai Mansingh Stadium
26,SR Watson,Mumbai Indians,4,501236,Sawai Mansingh Stadium
89,SR Watson,Mumbai Indians,4,501268,Wankhede Stadium
45,SR Watson,Mumbai Indians,5,548382,Sawai Mansingh Stadium
31,SR Watson,Mumbai Indians,6,598024,Sawai Mansingh Stadium
19,SR Watson,Mumbai Indians,6,598068,Wankhede Stadium
6,SR Watson,Mumbai Indians,6,598077,Eden Gardens
5,SR Watson,Mumbai Indians,7,734022,"Sardar Patel Stadium, Motera"
8,SR Watson,Mumbai Indians,7,734046,Wankhede Stadium
28,SR Watson,Mumbai Indians,8,829774,Wankhede Stadium
5,SR Watson,Mumbai Indians,9,980932,Wankhede Stadium
15,SR Watson,Mumbai Indians,9,980986,M Chinnaswamy Stadium
83,SS Iyer,Mumbai Indians,8,829752,Feroz Shah Kotla
19,SS Iyer,Mumbai Indians,8,829788,Wankhede Stadium
19,SS Iyer,Mumbai Indians,9,980938,Feroz Shah Kotla
16,SS Tiwary,Mumbai Indians,4,501210,M Chinnaswamy Stadium
8,SS Tiwary,Mumbai Indians,4,501275,"MA Chidambaram Stadium, Chepauk"
15,SS Tiwary,Mumbai Indians,5,548372,M Chinnaswamy Stadium
21,SS Tiwary,Mumbai Indians,6,598038,Wankhede Stadium
13,SS Tiwary,Mumbai Indians,8,829788,Wankhede Stadium
57,SS Tiwary,Mumbai Indians,9,980962,Maharashtra Cricket Association Stadium
30,STR Binny,Mumbai Indians,5,548382,Sawai Mansingh Stadium
4,STR Binny,Mumbai Indians,6,598024,Sawai Mansingh Stadium
37,STR Binny,Mumbai Indians,6,598068,Wankhede Stadium
27,STR Binny,Mumbai Indians,6,598077,Eden Gardens
2,STR Binny,Mumbai Indians,7,734022,"Sardar Patel Stadium, Motera"
9,STR Binny,Mumbai Indians,8,829774,Wankhede Stadium
1,STR Binny,Mumbai Indians,9,980932,Wankhede Stadium
4,SV Samson,Mumbai Indians,6,598068,Wankhede Stadium
0,SV Samson,Mumbai Indians,6,598077,Eden Gardens
2,SV Samson,Mumbai Indians,7,734022,"Sardar Patel Stadium, Motera"
74,SV Samson,Mumbai Indians,7,734046,Wankhede Stadium
17,SV Samson,Mumbai Indians,8,829726,"Sardar Patel Stadium, Motera"
76,SV Samson,Mumbai Indians,8,829774,Wankhede Stadium
60,SV Samson,Mumbai Indians,9,980938,Feroz Shah Kotla
6,SV Samson,Mumbai Indians,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
1,T Thushara,Mumbai Indians,2,392186,Newlands
2,TD Paine,Mumbai Indians,4,501223,Wankhede Stadium
6,TG Southee,Mumbai Indians,8,829774,Wankhede Stadium
20,TL Suman,Mumbai Indians,2,392217,SuperSport Park
15,TL Suman,Mumbai Indians,3,419135,Dr DY Patil Sports Academy
11,TL Suman,Mumbai Indians,3,419143,Brabourne Stadium
23,TL Suman,Mumbai Indians,6,598016,Wankhede Stadium
0,TM Dilshan,Mumbai Indians,1,336037,Feroz Shah Kotla
17,TM Dilshan,Mumbai Indians,2,392220,Buffalo Park
24,TM Dilshan,Mumbai Indians,2,392240,SuperSport Park
10,TM Dilshan,Mumbai Indians,3,419119,Feroz Shah Kotla
59,TM Dilshan,Mumbai Indians,4,501210,M Chinnaswamy Stadium
