runs,player,team,season,match
16,Yuvraj Singh,Royal Challengers Bangalore,6,598032
16,Yuvraj Singh,Royal Challengers Bangalore,6,598047
2,Yuvraj Singh,Royal Challengers Bangalore,8,829762
11,Yuvraj Singh,Royal Challengers Bangalore,8,829818
38,Yuvraj Singh,Royal Challengers Bangalore,9,981024
23,Z Khan,Royal Challengers Bangalore,3,419124
0,Z Khan,Royal Challengers Bangalore,7,729292
0,A Nehra,Sunrisers Hyderabad,6,598049
0,A Zampa,Sunrisers Hyderabad,9,980984
15,AB de Villiers,Sunrisers Hyderabad,6,598053
89,AB de Villiers,Sunrisers Hyderabad,7,733982
29,AB de Villiers,Sunrisers Hyderabad,7,734026
46,AB de Villiers,Sunrisers Hyderabad,8,829724
0,AB de Villiers,Sunrisers Hyderabad,8,829812
82,AB de Villiers,Sunrisers Hyderabad,9,980912
47,AB de Villiers,Sunrisers Hyderabad,9,980958
5,AB de Villiers,Sunrisers Hyderabad,9,981024
0,AB Dinda,Sunrisers Hyderabad,6,598005
0,AB Dinda,Sunrisers Hyderabad,6,598023
26,AC Gilchrist,Sunrisers Hyderabad,6,598026
26,AC Gilchrist,Sunrisers Hyderabad,6,598061
5,AD Mascarenhas,Sunrisers Hyderabad,6,598026
8,AD Mathews,Sunrisers Hyderabad,6,598005
20,AD Mathews,Sunrisers Hyderabad,6,598023
15,AD Mathews,Sunrisers Hyderabad,8,829736
5,AD Nath,Sunrisers Hyderabad,9,980934
19,AD Russell,Sunrisers Hyderabad,8,829748
1,AD Russell,Sunrisers Hyderabad,8,829786
2,AD Russell,Sunrisers Hyderabad,9,980920
16,AJ Finch,Sunrisers Hyderabad,6,598023
0,AJ Finch,Sunrisers Hyderabad,9,980934
51,AJ Finch,Sunrisers Hyderabad,9,980972
50,AJ Finch,Sunrisers Hyderabad,9,981022
19,AM Nayar,Sunrisers Hyderabad,6,598005
0,AM Nayar,Sunrisers Hyderabad,6,598023
4,AM Nayar,Sunrisers Hyderabad,7,729290
1,AM Rahane,Sunrisers Hyderabad,6,598037
12,AM Rahane,Sunrisers Hyderabad,6,598070
18,AM Rahane,Sunrisers Hyderabad,6,598076
59,AM Rahane,Sunrisers Hyderabad,7,729290
0,AM Rahane,Sunrisers Hyderabad,7,733994
62,AM Rahane,Sunrisers Hyderabad,8,829732
8,AM Rahane,Sunrisers Hyderabad,8,829792
0,AM Rahane,Sunrisers Hyderabad,9,980948
0,AM Rahane,Sunrisers Hyderabad,9,980984
4,AN Ahmed,Sunrisers Hyderabad,8,829724
0,Anureet Singh,Sunrisers Hyderabad,8,829764
7,AP Tare,Sunrisers Hyderabad,7,729322
17,AR Patel,Sunrisers Hyderabad,8,829764
15,AR Patel,Sunrisers Hyderabad,8,829804
36,AR Patel,Sunrisers Hyderabad,9,980940
34,AT Rayudu,Sunrisers Hyderabad,6,598044
2,AT Rayudu,Sunrisers Hyderabad,6,598065
35,AT Rayudu,Sunrisers Hyderabad,7,729322
68,AT Rayudu,Sunrisers Hyderabad,7,734006
7,AT Rayudu,Sunrisers Hyderabad,8,829756
54,AT Rayudu,Sunrisers Hyderabad,9,980928
6,AT Rayudu,Sunrisers Hyderabad,9,980978
4,Azhar Mahmood,Sunrisers Hyderabad,6,598026
3,B Kumar,Sunrisers Hyderabad,6,598005
0,B Kumar,Sunrisers Hyderabad,6,598023
40,BB McCullum,Sunrisers Hyderabad,7,729316
100,BB McCullum,Sunrisers Hyderabad,8,829716
12,BB McCullum,Sunrisers Hyderabad,8,829778
18,BB McCullum,Sunrisers Hyderabad,9,980934
7,BB McCullum,Sunrisers Hyderabad,9,980972
32,BB McCullum,Sunrisers Hyderabad,9,981022
8,BJ Hodge,Sunrisers Hyderabad,6,598070
54,BJ Hodge,Sunrisers Hyderabad,6,598076
1,BJ Hodge,Sunrisers Hyderabad,7,729290
11,BMAJ Mendis,Sunrisers Hyderabad,6,598049
20,BR Dunk,Sunrisers Hyderabad,7,729322
10,C Munro,Sunrisers Hyderabad,9,981014
16,C Munro,Sunrisers Hyderabad,9,981020
35,CA Pujara,Sunrisers Hyderabad,7,729300
11,CH Gayle,Sunrisers Hyderabad,6,598009
13,CH Gayle,Sunrisers Hyderabad,6,598053
27,CH Gayle,Sunrisers Hyderabad,7,733982
14,CH Gayle,Sunrisers Hyderabad,7,734026
21,CH Gayle,Sunrisers Hyderabad,8,829724
35,CH Gayle,Sunrisers Hyderabad,8,829812
1,CH Gayle,Sunrisers Hyderabad,9,980912
76,CH Gayle,Sunrisers Hyderabad,9,981024
0,CH Morris,Sunrisers Hyderabad,6,598035
34,CH Morris,Sunrisers Hyderabad,8,829792
1,CJ Anderson,Sunrisers Hyderabad,7,729322
3,CJ Jordan,Sunrisers Hyderabad,9,981024
4,CM Gautam,Sunrisers Hyderabad,7,729322
1,CM Gautam,Sunrisers Hyderabad,7,734006
10,CR Brathwaite,Sunrisers Hyderabad,9,981008
6,DA Miller,Sunrisers Hyderabad,6,598061
10,DA Miller,Sunrisers Hyderabad,7,729300
24,DA Miller,Sunrisers Hyderabad,7,734012
15,DA Miller,Sunrisers Hyderabad,8,829764
89,DA Miller,Sunrisers Hyderabad,8,829804
9,DA Miller,Sunrisers Hyderabad,9,980940
20,DA Miller,Sunrisers Hyderabad,9,980996
0,DA Warner,Sunrisers Hyderabad,6,598015
8,DA Warner,Sunrisers Hyderabad,6,598049
0,DH Yagnik,Sunrisers Hyderabad,6,598076
7,DJ Bravo,Sunrisers Hyderabad,6,598035
25,DJ Bravo,Sunrisers Hyderabad,8,829778
8,DJ Bravo,Sunrisers Hyderabad,9,980934
18,DJ Bravo,Sunrisers Hyderabad,9,980972
20,DJ Bravo,Sunrisers Hyderabad,9,981022
7,DJ Hooda,Sunrisers Hyderabad,8,829792
22,DJ Hussey,Sunrisers Hyderabad,6,598026
50,DJ Hussey,Sunrisers Hyderabad,7,734034
6,DJG Sammy,Sunrisers Hyderabad,8,829724
12,DPMD Jayawardene,Sunrisers Hyderabad,6,598015
11,DPMD Jayawardene,Sunrisers Hyderabad,6,598049
38,DR Smith,Sunrisers Hyderabad,6,598044
21,DR Smith,Sunrisers Hyderabad,6,598065
66,DR Smith,Sunrisers Hyderabad,7,729316
47,DR Smith,Sunrisers Hyderabad,7,734034
27,DR Smith,Sunrisers Hyderabad,8,829716
21,DR Smith,Sunrisers Hyderabad,8,829778
1,DR Smith,Sunrisers Hyderabad,9,980972
1,DR Smith,Sunrisers Hyderabad,9,981022
7,DS Kulkarni,Sunrisers Hyderabad,7,733994
3,DS Kulkarni,Sunrisers Hyderabad,9,981022
1,DW Steyn,Sunrisers Hyderabad,9,980934
47,EJG Morgan,Sunrisers Hyderabad,6,598018
9,EJG Morgan,Sunrisers Hyderabad,6,598074
5,ER Dwivedi,Sunrisers Hyderabad,9,981022
0,F du Plessis,Sunrisers Hyderabad,7,729316
19,F du Plessis,Sunrisers Hyderabad,7,734034
33,F du Plessis,Sunrisers Hyderabad,8,829778
30,F du Plessis,Sunrisers Hyderabad,9,980948
53,G Gambhir,Sunrisers Hyderabad,6,598018
10,G Gambhir,Sunrisers Hyderabad,6,598074
6,G Gambhir,Sunrisers Hyderabad,7,734020
28,G Gambhir,Sunrisers Hyderabad,7,734042
4,G Gambhir,Sunrisers Hyderabad,8,829748
31,G Gambhir,Sunrisers Hyderabad,8,829786
90,G Gambhir,Sunrisers Hyderabad,9,980920
16,G Gambhir,Sunrisers Hyderabad,9,981014
28,G Gambhir,Sunrisers Hyderabad,9,981020
10,GJ Bailey,Sunrisers Hyderabad,7,729300
35,GJ Bailey,Sunrisers Hyderabad,7,734012
22,GJ Bailey,Sunrisers Hyderabad,8,829764
6,GJ Bailey,Sunrisers Hyderabad,8,829804
34,GJ Bailey,Sunrisers Hyderabad,9,980984
95,GJ Maxwell,Sunrisers Hyderabad,7,729300
43,GJ Maxwell,Sunrisers Hyderabad,7,734012
11,GJ Maxwell,Sunrisers Hyderabad,8,829804
1,GJ Maxwell,Sunrisers Hyderabad,9,980940
17,Gurkeerat Singh,Sunrisers Hyderabad,6,598026
3,Gurkeerat Singh,Sunrisers Hyderabad,8,829804
27,Gurkeerat Singh,Sunrisers Hyderabad,9,980996
1,Harbhajan Singh,Sunrisers Hyderabad,7,729322
0,Harbhajan Singh,Sunrisers Hyderabad,8,829756
1,Harbhajan Singh,Sunrisers Hyderabad,9,980928
21,Harbhajan Singh,Sunrisers Hyderabad,9,980978
3,Harmeet Singh,Sunrisers Hyderabad,6,598061
2,HH Pandya,Sunrisers Hyderabad,9,980928
7,HH Pandya,Sunrisers Hyderabad,9,980978
96,HM Amla,Sunrisers Hyderabad,9,980996
1,HV Patel,Sunrisers Hyderabad,7,733982
2,HV Patel,Sunrisers Hyderabad,8,829724
23,IK Pathan,Sunrisers Hyderabad,6,598015
13,IK Pathan,Sunrisers Hyderabad,6,598049
2,Iqbal Abdulla,Sunrisers Hyderabad,6,598074
4,Iqbal Abdulla,Sunrisers Hyderabad,9,981024
9,J Botha,Sunrisers Hyderabad,6,598015
1,J Botha,Sunrisers Hyderabad,6,598049
12,J Botha,Sunrisers Hyderabad,8,829786
9,J Suchith,Sunrisers Hyderabad,8,829756
11,JC Buttler,Sunrisers Hyderabad,9,980928
2,JC Buttler,Sunrisers Hyderabad,9,980978
1,JD Unadkat,Sunrisers Hyderabad,6,598009
41,JH Kallis,Sunrisers Hyderabad,6,598018
24,JH Kallis,Sunrisers Hyderabad,6,598074
6,JJ Bumrah,Sunrisers Hyderabad,9,980978
3,JO Holder,Sunrisers Hyderabad,9,981014
6,JO Holder,Sunrisers Hyderabad,9,981020
20,JP Duminy,Sunrisers Hyderabad,7,729306
4,JP Duminy,Sunrisers Hyderabad,7,733998
54,JP Duminy,Sunrisers Hyderabad,8,829736
12,JP Duminy,Sunrisers Hyderabad,8,829798
17,JP Duminy,Sunrisers Hyderabad,9,981008
6,JP Faulkner,Sunrisers Hyderabad,6,598070
11,JP Faulkner,Sunrisers Hyderabad,6,598076
8,JP Faulkner,Sunrisers Hyderabad,7,729290
4,JP Faulkner,Sunrisers Hyderabad,7,733994
6,JP Faulkner,Sunrisers Hyderabad,8,829732
30,JP Faulkner,Sunrisers Hyderabad,8,829792
14,KA Pollard,Sunrisers Hyderabad,6,598044
66,KA Pollard,Sunrisers Hyderabad,6,598065
78,KA Pollard,Sunrisers Hyderabad,7,729322
6,KA Pollard,Sunrisers Hyderabad,7,734006
33,KA Pollard,Sunrisers Hyderabad,8,829756
11,KA Pollard,Sunrisers Hyderabad,9,980978
0,KB Arun Karthik,Sunrisers Hyderabad,6,598009
0,KD Karthik,Sunrisers Hyderabad,6,598044
30,KD Karthik,Sunrisers Hyderabad,6,598065
15,KD Karthik,Sunrisers Hyderabad,7,729306
39,KD Karthik,Sunrisers Hyderabad,7,733998
9,KD Karthik,Sunrisers Hyderabad,8,829724
2,KD Karthik,Sunrisers Hyderabad,8,829812
8,KD Karthik,Sunrisers Hyderabad,9,980934
0,KD Karthik,Sunrisers Hyderabad,9,980972
26,KD Karthik,Sunrisers Hyderabad,9,981022
49,KH Pandya,Sunrisers Hyderabad,9,980928
17,KH Pandya,Sunrisers Hyderabad,9,980978
26,KK Cooper,Sunrisers Hyderabad,6,598070
9,KK Nair,Sunrisers Hyderabad,6,598009
12,KK Nair,Sunrisers Hyderabad,7,733994
1,KK Nair,Sunrisers Hyderabad,8,829732
4,KK Nair,Sunrisers Hyderabad,8,829792
20,KK Nair,Sunrisers Hyderabad,9,980988
83,KK Nair,Sunrisers Hyderabad,9,981008
51,KL Rahul,Sunrisers Hyderabad,9,980958
11,KL Rahul,Sunrisers Hyderabad,9,981024
30,KM Jadhav,Sunrisers Hyderabad,6,598015
3,KM Jadhav,Sunrisers Hyderabad,6,598049
5,KM Jadhav,Sunrisers Hyderabad,7,733998
19,KM Jadhav,Sunrisers Hyderabad,8,829736
63,KM Jadhav,Sunrisers Hyderabad,8,829798
8,KM Jadhav,Sunrisers Hyderabad,9,980912
25,KM Jadhav,Sunrisers Hyderabad,9,980958
16,KP Pietersen,Sunrisers Hyderabad,7,729306
35,KP Pietersen,Sunrisers Hyderabad,7,733998
1,KW Richardson,Sunrisers Hyderabad,7,733994
33,LA Pomersbach,Sunrisers Hyderabad,6,598061
68,LMP Simmons,Sunrisers Hyderabad,7,734006
51,LMP Simmons,Sunrisers Hyderabad,8,829756
48,LMP Simmons,Sunrisers Hyderabad,8,829820
21,LR Shukla,Sunrisers Hyderabad,7,733998
19,LRPL Taylor,Sunrisers Hyderabad,6,598005
2,M Kartik,Sunrisers Hyderabad,6,598009
3,M Manhas,Sunrisers Hyderabad,7,729316
0,M Morkel,Sunrisers Hyderabad,6,598015
18,M Vijay,Sunrisers Hyderabad,6,598035
29,M Vijay,Sunrisers Hyderabad,6,598056
52,M Vijay,Sunrisers Hyderabad,7,729306
12,M Vijay,Sunrisers Hyderabad,8,829764
24,M Vijay,Sunrisers Hyderabad,8,829804
2,M Vijay,Sunrisers Hyderabad,9,980940
6,M Vijay,Sunrisers Hyderabad,9,980996
0,M Vohra,Sunrisers Hyderabad,6,598026
47,M Vohra,Sunrisers Hyderabad,7,734012
5,M Vohra,Sunrisers Hyderabad,8,829764
20,M Vohra,Sunrisers Hyderabad,8,829804
25,M Vohra,Sunrisers Hyderabad,9,980940
7,MA Agarwal,Sunrisers Hyderabad,6,598009
29,MA Agarwal,Sunrisers Hyderabad,6,598053
25,MA Agarwal,Sunrisers Hyderabad,7,733998
1,MA Agarwal,Sunrisers Hyderabad,8,829736
10,MA Agarwal,Sunrisers Hyderabad,9,980988
5,MA Starc,Sunrisers Hyderabad,7,733982
6,MA Starc,Sunrisers Hyderabad,7,734026
10,Mandeep Singh,Sunrisers Hyderabad,6,598026
0,Mandeep Singh,Sunrisers Hyderabad,6,598061
0,Mandeep Singh,Sunrisers Hyderabad,8,829724
1,Mandeep Singh,Sunrisers Hyderabad,8,829812
44,MC Henriques,Sunrisers Hyderabad,6,598009
7,MC Henriques,Sunrisers Hyderabad,6,598053
15,MC Juneja,Sunrisers Hyderabad,6,598015
45,MEK Hussey,Sunrisers Hyderabad,6,598035
67,MEK Hussey,Sunrisers Hyderabad,6,598056
4,MG Johnson,Sunrisers Hyderabad,7,729300
4,MG Johnson,Sunrisers Hyderabad,8,829764
2,MJ Guptill,Sunrisers Hyderabad,9,980928
1,MJ McClenaghan,Sunrisers Hyderabad,8,829756
8,MJ McClenaghan,Sunrisers Hyderabad,9,980978
15,MK Pandey,Sunrisers Hyderabad,6,598005
7,MK Pandey,Sunrisers Hyderabad,6,598023
35,MK Pandey,Sunrisers Hyderabad,7,734020
2,MK Pandey,Sunrisers Hyderabad,7,734042
33,MK Pandey,Sunrisers Hyderabad,8,829748
33,MK Pandey,Sunrisers Hyderabad,8,829786
11,MK Pandey,Sunrisers Hyderabad,9,980920
48,MK Pandey,Sunrisers Hyderabad,9,981014
36,MK Pandey,Sunrisers Hyderabad,9,981020
23,MK Tiwary,Sunrisers Hyderabad,7,729306
5,MN Samuels,Sunrisers Hyderabad,6,598005
7,MR Marsh,Sunrisers Hyderabad,6,598005
14,MR Marsh,Sunrisers Hyderabad,6,598023
28,MS Bisla,Sunrisers Hyderabad,6,598018
15,MS Bisla,Sunrisers Hyderabad,6,598074
67,MS Dhoni,Sunrisers Hyderabad,6,598035
4,MS Dhoni,Sunrisers Hyderabad,6,598056
13,MS Dhoni,Sunrisers Hyderabad,7,729316
57,MS Dhoni,Sunrisers Hyderabad,7,734034
53,MS Dhoni,Sunrisers Hyderabad,8,829716
20,MS Dhoni,Sunrisers Hyderabad,8,829778
5,MS Dhoni,Sunrisers Hyderabad,9,980948
30,MS Dhoni,Sunrisers Hyderabad,9,980984
17,NLTC Perera,Sunrisers Hyderabad,9,980984
22,NS Naik,Sunrisers Hyderabad,9,980940
0,P Awana,Sunrisers Hyderabad,6,598061
5,P Dogra,Sunrisers Hyderabad,6,598074
3,P Kumar,Sunrisers Hyderabad,6,598026
1,P Kumar,Sunrisers Hyderabad,6,598061
1,P Kumar,Sunrisers Hyderabad,9,980934
6,P Kumar,Sunrisers Hyderabad,9,980972
15,P Negi,Sunrisers Hyderabad,8,829778
3,PA Patel,Sunrisers Hyderabad,7,733982
4,PA Patel,Sunrisers Hyderabad,7,734026
17,PA Patel,Sunrisers Hyderabad,8,829756
51,PA Patel,Sunrisers Hyderabad,8,829820
10,PA Patel,Sunrisers Hyderabad,9,980928
0,PA Patel,Sunrisers Hyderabad,9,980978
10,Parvez Rasool,Sunrisers Hyderabad,9,980958
6,PC Valthaty,Sunrisers Hyderabad,6,598026
23,PP Chawla,Sunrisers Hyderabad,6,598026
0,PP Chawla,Sunrisers Hyderabad,6,598061
9,PP Chawla,Sunrisers Hyderabad,8,829786
3,PV Tambe,Sunrisers Hyderabad,6,598070
3,PV Tambe,Sunrisers Hyderabad,7,733994
48,Q de Kock,Sunrisers Hyderabad,7,729306
7,Q de Kock,Sunrisers Hyderabad,7,733998
50,Q de Kock,Sunrisers Hyderabad,8,829798
44,Q de Kock,Sunrisers Hyderabad,9,980988
2,Q de Kock,Sunrisers Hyderabad,9,981008
29,R Ashwin,Sunrisers Hyderabad,9,980984
4,R Bhatia,Sunrisers Hyderabad,7,729290
4,R Bhatia,Sunrisers Hyderabad,7,733994
4,R Dhawan,Sunrisers Hyderabad,8,829764
3,R Dhawan,Sunrisers Hyderabad,9,980940
36,R Dravid,Sunrisers Hyderabad,6,598037
25,R Dravid,Sunrisers Hyderabad,6,598070
12,R Dravid,Sunrisers Hyderabad,6,598076
25,R Sathish,Sunrisers Hyderabad,6,598061
8,R Sathish,Sunrisers Hyderabad,9,981020
0,R Sharma,Sunrisers Hyderabad,6,598005
0,R Sharma,Sunrisers Hyderabad,6,598023
2,R Shukla,Sunrisers Hyderabad,7,733998
7,R Vinay Kumar,Sunrisers Hyderabad,6,598009
0,R Vinay Kumar,Sunrisers Hyderabad,8,829756
1,RA Jadeja,Sunrisers Hyderabad,6,598035
14,RA Jadeja,Sunrisers Hyderabad,6,598056
6,RA Jadeja,Sunrisers Hyderabad,7,729316
0,RA Jadeja,Sunrisers Hyderabad,8,829716
14,RA Jadeja,Sunrisers Hyderabad,8,829778
14,RA Jadeja,Sunrisers Hyderabad,9,980934
18,RA Jadeja,Sunrisers Hyderabad,9,980972
19,RA Jadeja,Sunrisers Hyderabad,9,981022
22,RG Sharma,Sunrisers Hyderabad,6,598044
20,RG Sharma,Sunrisers Hyderabad,6,598065
1,RG Sharma,Sunrisers Hyderabad,7,729322
14,RG Sharma,Sunrisers Hyderabad,7,734006
24,RG Sharma,Sunrisers Hyderabad,8,829756
7,RG Sharma,Sunrisers Hyderabad,8,829820
5,RG Sharma,Sunrisers Hyderabad,9,980928
5,RG Sharma,Sunrisers Hyderabad,9,980978
1,RN ten Doeschate,Sunrisers Hyderabad,6,598074
25,RN ten Doeschate,Sunrisers Hyderabad,7,734020
0,RN ten Doeschate,Sunrisers Hyderabad,7,734042
8,RN ten Doeschate,Sunrisers Hyderabad,8,829786
39,RR Pant,Sunrisers Hyderabad,9,980988
32,RR Pant,Sunrisers Hyderabad,9,981008
14,RR Rossouw,Sunrisers Hyderabad,7,733982
24,RV Uthappa,Sunrisers Hyderabad,6,598005
22,RV Uthappa,Sunrisers Hyderabad,6,598023
40,RV Uthappa,Sunrisers Hyderabad,7,734020
41,RV Uthappa,Sunrisers Hyderabad,7,734042
34,RV Uthappa,Sunrisers Hyderabad,8,829748
30,RV Uthappa,Sunrisers Hyderabad,8,829786
38,RV Uthappa,Sunrisers Hyderabad,9,980920
25,RV Uthappa,Sunrisers Hyderabad,9,981014
11,RV Uthappa,Sunrisers Hyderabad,9,981020
0,S Nadeem,Sunrisers Hyderabad,6,598015
0,S Nadeem,Sunrisers Hyderabad,6,598049
12,S Rana,Sunrisers Hyderabad,7,734026
14,SA Abbott,Sunrisers Hyderabad,8,829724
12,SA Yadav,Sunrisers Hyderabad,7,734042
2,SA Yadav,Sunrisers Hyderabad,8,829748
6,SA Yadav,Sunrisers Hyderabad,8,829786
6,SA Yadav,Sunrisers Hyderabad,9,981014
23,SA Yadav,Sunrisers Hyderabad,9,981020
3,Sachin Baby,Sunrisers Hyderabad,6,598070
27,Sachin Baby,Sunrisers Hyderabad,9,980958
18,Sachin Baby,Sunrisers Hyderabad,9,981024
0,Sandeep Sharma,Sunrisers Hyderabad,6,598061
1,Sandeep Sharma,Sunrisers Hyderabad,8,829764
18,SE Marsh,Sunrisers Hyderabad,6,598061
1,SE Marsh,Sunrisers Hyderabad,8,829764
40,SE Marsh,Sunrisers Hyderabad,9,980940
1,Shakib Al Hasan,Sunrisers Hyderabad,7,734042
7,Shakib Al Hasan,Sunrisers Hyderabad,9,981014
16,SK Raina,Sunrisers Hyderabad,6,598035
99,SK Raina,Sunrisers Hyderabad,6,598056
14,SK Raina,Sunrisers Hyderabad,7,729316
4,SK Raina,Sunrisers Hyderabad,7,734034
14,SK Raina,Sunrisers Hyderabad,8,829716
23,SK Raina,Sunrisers Hyderabad,8,829778
75,SK Raina,Sunrisers Hyderabad,9,980934
20,SK Raina,Sunrisers Hyderabad,9,980972
1,SK Raina,Sunrisers Hyderabad,9,981022
0,SK Trivedi,Sunrisers Hyderabad,6,598070
35,SN Khan,Sunrisers Hyderabad,9,980912
1,SP Narine,Sunrisers Hyderabad,6,598074
1,SP Narine,Sunrisers Hyderabad,9,981020
17,SPD Smith,Sunrisers Hyderabad,6,598023
22,SPD Smith,Sunrisers Hyderabad,7,733994
13,SPD Smith,Sunrisers Hyderabad,8,829732
68,SPD Smith,Sunrisers Hyderabad,8,829792
46,SPD Smith,Sunrisers Hyderabad,9,980948
14,SR Tendulkar,Sunrisers Hyderabad,6,598044
38,SR Tendulkar,Sunrisers Hyderabad,6,598065
98,SR Watson,Sunrisers Hyderabad,6,598037
11,SR Watson,Sunrisers Hyderabad,6,598070
24,SR Watson,Sunrisers Hyderabad,6,598076
3,SR Watson,Sunrisers Hyderabad,7,729290
11,SR Watson,Sunrisers Hyderabad,7,733994
12,SR Watson,Sunrisers Hyderabad,8,829792
19,SR Watson,Sunrisers Hyderabad,9,980912
2,SR Watson,Sunrisers Hyderabad,9,980958
11,SR Watson,Sunrisers Hyderabad,9,981024
60,SS Iyer,Sunrisers Hyderabad,8,829736
0,SS Iyer,Sunrisers Hyderabad,8,829798
26,SS Tiwary,Sunrisers Hyderabad,8,829798
9,SS Tiwary,Sunrisers Hyderabad,9,980984
9,STR Binny,Sunrisers Hyderabad,6,598037
8,STR Binny,Sunrisers Hyderabad,6,598070
2,STR Binny,Sunrisers Hyderabad,6,598076
48,STR Binny,Sunrisers Hyderabad,7,729290
12,STR Binny,Sunrisers Hyderabad,7,733994
16,STR Binny,Sunrisers Hyderabad,8,829732
3,STR Binny,Sunrisers Hyderabad,8,829792
9,STR Binny,Sunrisers Hyderabad,9,981024
5,SV Samson,Sunrisers Hyderabad,6,598070
10,SV Samson,Sunrisers Hyderabad,6,598076
3,SV Samson,Sunrisers Hyderabad,7,729290
16,SV Samson,Sunrisers Hyderabad,7,733994
26,SV Samson,Sunrisers Hyderabad,8,829732
21,SV Samson,Sunrisers Hyderabad,8,829792
34,SV Samson,Sunrisers Hyderabad,9,980988
3,SV Samson,Sunrisers Hyderabad,9,981008
3,TG Southee,Sunrisers Hyderabad,9,980978
12,TL Suman,Sunrisers Hyderabad,6,598023
5,TM Dilshan,Sunrisers Hyderabad,6,598009
17,UBT Chand,Sunrisers Hyderabad,6,598049
5,UBT Chand,Sunrisers Hyderabad,8,829756
11,UT Khawaja,Sunrisers Hyderabad,9,980984
6,UT Yadav,Sunrisers Hyderabad,6,598015
2,UT Yadav,Sunrisers Hyderabad,6,598049
51,V Kohli,Sunrisers Hyderabad,6,598009
93,V Kohli,Sunrisers Hyderabad,6,598053
0,V Kohli,Sunrisers Hyderabad,7,733982
67,V Kohli,Sunrisers Hyderabad,7,734026
41,V Kohli,Sunrisers Hyderabad,8,829724
44,V Kohli,Sunrisers Hyderabad,8,829812
75,V Kohli,Sunrisers Hyderabad,9,980912
14,V Kohli,Sunrisers Hyderabad,9,980958
54,V Kohli,Sunrisers Hyderabad,9,981024
12,V Sehwag,Sunrisers Hyderabad,6,598015
8,V Sehwag,Sunrisers Hyderabad,6,598049
30,V Sehwag,Sunrisers Hyderabad,7,729300
4,V Sehwag,Sunrisers Hyderabad,7,734012
6,VR Aaron,Sunrisers Hyderabad,8,829724
54,WP Saha,Sunrisers Hyderabad,7,734012
42,WP Saha,Sunrisers Hyderabad,8,829764
5,WP Saha,Sunrisers Hyderabad,8,829804
27,WP Saha,Sunrisers Hyderabad,9,980996
3,YK Pathan,Sunrisers Hyderabad,6,598018
49,YK Pathan,Sunrisers Hyderabad,6,598074
39,YK Pathan,Sunrisers Hyderabad,7,734020
72,YK Pathan,Sunrisers Hyderabad,7,734042
6,YK Pathan,Sunrisers Hyderabad,8,829748
30,YK Pathan,Sunrisers Hyderabad,8,829786
52,YK Pathan,Sunrisers Hyderabad,9,981014
